bout_idx,bout_id,stop_num,stop_start_frame,stop_end_frame,stop_duration_ms,height_walk_before,height_during_stop,height_walk_after,speed_walk_before,speed_walk_after,delta_walk_to_stop,delta_stop_to_walk
44,44,2,535160,535172,15.0,1.8127609176635742,1.7987631479899087,1.7980534629821778,3.3513449530754693,2.7870462270728633,-0.013997769673665506,-0.0007096850077308314
44,44,3,535178,535188,12.5,1.807817283630371,1.80196102142334,1.8035670814514162,3.0623886612875175,3.2069467810795276,-0.00585626220703106,0.0016060600280762838
44,44,4,535273,535284,13.75,1.8061747894287108,1.7971659400246358,1.80124275970459,2.9021997208153145,2.5498445706966413,-0.009008849404074981,0.004076819679954102
44,44,5,535333,535349,20.0,1.8010240325927733,1.7985188245773316,1.8100234375000002,2.5777914273901734,1.3717826231764125,-0.00250520801544174,0.011504612922668578
44,44,6,535351,535405,67.5,1.801639087677002,1.8092782656351725,1.8273456497192382,2.3439947278703106,3.7023551878701926,0.007639177958170373,0.01806738408406572
46,46,1,543314,543331,21.25,1.9915310974121092,2.053441956463982,2.0279573440551757,4.3939763992032255,2.254238959499917,0.06191085905187288,-0.025484612408806395
46,46,2,543338,543349,13.75,2.032101737976074,2.053409229625355,1.9890667266845705,2.3449763491299924,6.3618920468483235,0.02130749164928103,-0.06434250294078447
46,46,3,543745,543756,13.75,1.929324905395508,1.9225791931152343,1.887568744860197,2.2212440133813334,2.370812651665538,-0.0067457122802736524,-0.035010448255037296
46,46,4,543763,543780,21.25,1.9268322525024417,1.88883633333094,1.8740730013166156,2.1235945633444007,2.916461135430265,-0.0379959191715018,-0.014763332014324337
47,47,1,552349,552388,48.75,2.0447663497924804,2.080931560809796,2.0792789654854014,5.814835646295608,2.954483892945781,0.036165211017315624,-0.0016525953243946567
47,47,2,552390,552416,32.5,2.0793410415649416,2.0818472935603216,2.072593376853249,1.3994324207262225,6.414137825971299,0.0025062519953800155,-0.009253916707072651
51,51,1,580627,580638,13.75,2.0134931221008303,2.0379826285622338,2.0498306922912595,4.696136857409161,2.7212116870177203,0.024489506461403465,0.011848063729025693
51,51,2,580652,580664,15.0,2.034180236816406,2.0704015413920085,2.031191268920899,2.5600515812393785,3.342459236218968,0.03622130457560235,-0.03921027247110942
51,51,3,580717,580733,20.0,2.028487678527832,2.006232118606567,2.001450973510742,3.420615121629428,1.760501460715104,-0.022255559921264823,-0.004781145095825057
51,51,4,580741,580766,31.25,2.016584808349609,2.003769348144531,1.98200186920166,2.538137709684331,3.6929726238471563,-0.012815460205077844,-0.02176747894287101
51,51,5,580773,580784,13.75,2.0030142822265624,1.9971304806795986,1.9783861846923825,1.8866454579859397,5.780156001112294,-0.005883801546963774,-0.018744295987216164
51,51,6,581449,581459,12.5,1.9560098419189453,1.969397735595703,1.9490788192749025,11.422640348437996,8.446949688207436,0.013387893676757745,-0.02031891632080063
51,51,7,581460,581471,13.75,1.9548695602416997,1.978234932639382,1.9465490913391112,8.190114069925032,10.177611402003855,0.023365372397682327,-0.031685841300270745
58,58,1,663480,663495,18.75,2.018047569274902,2.0131562042236326,2.0001301040649415,5.109627557353258,3.2159049343004473,-0.004891365051269414,-0.0130261001586911
58,58,2,663500,663510,12.5,2.011493774414063,2.005521469116211,1.998348434448242,3.9601745024146187,3.5252902875564223,-0.005972305297851754,-0.007173034667969036
58,58,3,663572,663584,15.0,1.9974557113647464,1.993958568572998,1.98205802154541,3.2084524485116197,2.9508445874807148,-0.0034971427917485087,-0.011900547027587915
58,58,4,663788,663800,15.0,1.9676912841796874,1.967415237426758,1.963582534790039,3.755221054374599,2.7023862738902134,-0.0002760467529294708,-0.0038327026367188655
58,58,5,663848,663899,63.75,1.9635401306152347,1.9555315503887098,1.9517700805664062,2.7783236428205083,2.6355090505032215,-0.008008580226524842,-0.0037614698223036314
58,58,6,663938,663948,12.5,1.9526983184814455,1.9492288970947265,1.9413030776977538,2.6271238627191953,1.8097067519594179,-0.0034694213867190182,-0.007925819396972678
58,58,7,663965,663985,25.0,1.9495216979980472,1.9413874053955076,1.9427652130126953,2.654568945176514,3.3248245094709112,-0.008134292602539617,0.001377807617187754
58,58,8,664029,664044,18.75,1.9416360473632812,1.9502863820393879,1.9436611404418942,3.371010515913382,2.609436213985453,0.008650334676106652,-0.00662524159749367
58,58,9,664045,664056,13.75,1.9460559921264649,1.9431977358731354,1.9432262420654296,3.3234957072855185,3.44117653017794,-0.002858256253329472,2.85061922942198e-05
58,58,10,664204,664230,32.5,1.9304087677001953,1.9275660588191106,1.9290617980957032,3.3402499439113016,2.2135689725355405,-0.0028427088810847323,0.0014957392765926336
58,58,11,664301,664328,33.75,1.930126647949219,1.9230266712330004,1.9262321319580078,3.34490883226972,2.855808699456214,-0.007099976716218537,0.0032054607250073808
58,58,12,664332,664344,15.0,1.9252424774169925,1.9268581390380854,1.9263763961791995,3.057098775721279,3.017582439742523,0.0016156616210929453,-0.00048174285888591406
58,58,13,664398,664424,32.5,1.9263336944580078,1.9235104340773361,1.921027946472168,3.0997854403950935,2.9626269339432834,-0.0028232603806717105,-0.0024824876051681155
58,58,14,664491,664501,12.5,1.9218683319091798,1.9190858459472657,1.9169591598510742,2.404338105701388,2.530531187869708,-0.002782485961914105,-0.002126686096191488
58,58,15,664549,664573,30.0,1.917148284912109,1.919005012512207,1.9156612625122074,2.732076776779707,2.1694861833046075,0.0018567276000978072,-0.0033437499999995346
58,58,16,664632,664643,13.75,1.9148754806518555,1.9183357238769532,1.9188045806884764,2.121444275263704,1.8135015992903871,0.0034602432250976367,0.00046885681152319947
58,58,17,664644,664656,15.0,1.9148897857666014,1.9148618698120117,1.9216615524291993,2.1479981934627683,1.793771210219037,-2.7915954589730063e-05,0.006799682617187663
58,58,18,664659,664681,27.5,1.915875114440918,1.9194900165904654,1.9221632080078126,1.948772853335969,1.9573963916466963,0.0036149021495472944,0.0026731914173472315
58,58,19,664692,664705,16.25,1.9186607971191407,1.9258053706242486,1.918527702331543,1.899953999331903,1.7970695419000415,0.007144573505107887,-0.007277668292705597
58,58,20,664728,664745,21.25,1.9225151901245114,1.9159092173856849,1.9144900054931642,1.9667391793028335,2.4993546602760723,-0.006605972738826571,-0.0014192118925206998
58,58,21,664746,664759,16.25,1.9201027069091798,1.9172653491680438,1.9130269546508787,1.750480721654371,2.6367837727346783,-0.0028373577411360262,-0.004238394517165123
58,58,22,664799,664823,30.0,1.914290115356445,1.9117368221282962,1.9125305786132816,2.5564462811750923,2.1122000080426875,-0.0025532932281489007,0.000793756484985364
59,59,1,666926,666943,21.25,1.847479415893555,1.8478915943818934,1.839113914489746,2.5641425908581197,5.0364285682143395,0.00041217848833841053,-0.008777679892147505
60,60,1,678237,678248,13.75,1.9575701446533205,1.991046905517578,1.9759713363647462,7.290633960481641,4.15612722150684,0.03347676086425744,-0.015075569152831703
60,60,2,678258,678274,20.0,1.9876374740600589,1.9755767822265624,1.9611490478515627,3.65349728896263,6.206395824819829,-0.01206069183349645,-0.014427734374999668
62,62,1,700877,700890,16.25,2.011778781890869,1.9860254434438855,1.989925370392976,3.045173519390864,2.8158009560207122,-0.025753338446983465,0.003899926949090471
68,68,1,787982,788003,26.25,2.003372604370117,2.0105257670084637,1.9949720993041993,4.706004608857347,2.460627689297972,0.007153162638346533,-0.015553667704264473
68,68,2,788025,788036,13.75,2.0061523971557618,1.9936991951682352,1.9816269836425784,2.36528366560447,2.705836332866628,-0.01245320198752653,-0.01207221152565685
68,68,3,788441,788455,17.5,2.080299324035644,2.0919628143310547,2.0957622222900394,8.748862644241095,2.7992653801035665,0.011663490295410472,0.003799407958984702
68,68,4,788485,788504,23.75,2.1002224426269533,2.0821321989360615,2.0571350479125976,3.226042839630877,2.069740036394295,-0.01809024369089185,-0.024997151023463893
68,68,5,788543,788559,20.0,2.065735610961914,2.038218069076538,2.021504241943359,2.2396190012105293,1.7056998418221405,-0.02751754188537614,-0.016713827133179038
68,68,6,788570,788581,13.75,2.0437812271118165,2.029413986206055,2.004109046936035,1.9430384861098513,1.8152415790186294,-0.01436724090576158,-0.025304939270019755
68,68,7,788587,788605,22.5,2.033726516723633,2.0148578643798825,1.9909215087890622,1.7837007362619193,2.068347460982671,-0.01886865234375046,-0.023936355590820302
68,68,8,788612,788623,13.75,2.0196329040527345,1.989748972112482,1.986196601867676,1.786117036793857,2.6599226977064405,-0.029883931940252628,-0.0035523702448059247
68,68,9,788625,788639,17.5,2.0092816696166995,1.987731007167271,1.9815375900268553,1.8218350745274046,2.6431936856621054,-0.021550662449428604,-0.006193417140415658
68,68,10,788732,788742,12.5,1.9475788116455077,1.9372011947631838,1.8876755981445315,2.844133802937146,2.599569527900526,-0.01037761688232397,-0.0495255966186523
68,68,11,788766,788776,12.5,1.9178736267089844,1.8813797378540038,1.8987364730834961,3.091582870585119,2.652299960971555,-0.036493888854980616,0.017356735229492326
74,74,1,862450,862490,50.0,2.0751050415039063,2.0794114303588866,2.072090301513672,3.8540564784067057,2.7479203371492154,0.004306388854980359,-0.007321128845214631
76,76,1,882116,882136,25.0,2.128978858947754,2.109014682769776,2.078515144348144,2.750398015997741,2.3501235273449974,-0.019964176177977855,-0.030499538421632
76,76,2,882192,882210,22.5,2.073302947998047,2.0561485926310223,2.046630065917969,2.229417798634171,7.841692605599346,-0.01715435536702481,-0.009518526713053532
77,77,1,903828,903839,13.75,2.228835289001465,2.213393332741477,2.188249244689941,4.614264546390391,3.2041700135801845,-0.015441956259988121,-0.025144088051535896
79,79,1,937922,937950,35.0,1.9826975784301755,2.0240533147539415,2.022254196166992,3.285722887118663,2.3294438997866966,0.04135573632376599,-0.0017991185869492554
79,79,2,937960,937982,27.5,2.0225033111572266,2.0261479464444245,1.9908492813110348,2.21768744201714,3.6953018269079974,0.0036446352871979393,-0.03529866513338975
79,79,3,938136,938158,27.5,1.9398010559082033,1.9325448989868166,1.919565399169922,3.003907022790499,1.6251990875408626,-0.007256156921386703,-0.012979499816894613
79,79,4,938159,938170,13.75,1.9352063140869142,1.9247703205455435,1.9162487258911136,2.2556180132092307,2.058916200676401,-0.010435993541370703,-0.00852159465442992
79,79,5,938179,938204,31.25,1.930009620666504,1.9169644622802733,1.9094567070007327,1.6764925913181765,3.8567377789536987,-0.01304515838623077,-0.007507755279540618
81,81,1,950258,950271,16.25,2.0234416122436523,2.0240355271559496,2.00112939453125,2.6994673034072036,6.682002163718623,0.000593914912297322,-0.022906132624699538
84,84,1,997387,997404,21.25,1.8952679443359375,1.8943030862247245,1.9019549560546876,3.496821786225068,3.646896186976653,-0.0009648581112129406,0.0076518698299630206
84,84,2,997556,997588,40.0,1.9037257232666016,1.900255048274994,1.897962631225586,2.632194336565725,2.9808021994567624,-0.0034706749916075808,-0.0022924170494080798
84,84,3,997638,997659,26.25,1.897962631225586,1.9039887019566126,1.9041514053344724,2.9808021994567624,2.9791941318741326,0.006026070731026678,0.00016270337785972977
84,84,4,997689,997702,16.25,1.9052486343383788,1.9008706312913157,1.8988657302856444,2.3805536615550524,3.356949192035848,-0.004378003047063039,-0.0020049010056713
84,84,5,997738,997756,22.5,1.8995128173828122,1.8995988210042316,1.9027836303710939,3.3586193402877624,4.207998372124766,8.600362141941709e-05,0.0031848093668622734
84,84,6,997815,997829,17.5,1.901636749267578,1.904894474574498,1.904873222351074,3.935447555576417,3.674081423402969,0.003257725306919923,-2.125222342397315e-05
84,84,7,997873,997893,25.0,1.905461280822754,1.9025526618957518,1.904267158508301,3.7534988887413987,2.459907933228789,-0.0029086189270022267,0.0017144966125492989
84,84,8,997896,997907,13.75,1.904790840148926,1.9043402931906959,1.902784278869629,2.862868041814831,2.643144299091134,-0.0004505469582301025,-0.0015560143210668897
84,84,9,997931,997942,13.75,1.9042342224121094,1.9036135586825287,1.8988548583984375,2.350212848999328,2.527727712402015,-0.0006206637295806949,-0.0047587002840912
84,84,10,997947,997976,36.25,1.9038775711059572,1.8978854869974071,1.8967108383178708,2.642277513805545,3.5242483636342556,-0.005992084108550122,-0.0011746486795363165
84,84,11,998012,998023,13.75,1.8988209304809573,1.8891617514870385,1.879751266479492,3.18792734627829,3.7358251065876047,-0.009659178993918882,-0.009410485007546487
84,84,12,998071,998083,15.0,1.8798125305175781,1.8881781260172528,1.8857428512573242,3.8934596539925526,2.6030075226016676,0.008365595499674638,-0.002435274759928552
84,84,13,998132,998149,21.25,1.8857534790039063,1.8857210944680607,1.8891519317626952,2.6150527386456006,3.6752143905328967,-3.238453584564205e-05,0.003430837294634559
84,84,14,998250,998261,13.75,1.8894023666381836,1.887797442349521,1.8831815795898437,3.339443490074825,4.068940845777988,-0.001604924288662657,-0.004615862759677292
84,84,15,998646,998658,15.0,1.8907457962036134,1.8979678789774574,1.8977089996337893,3.6281198959222665,3.814995586615872,0.007222082773844063,-0.00025887934366819465
84,84,16,999165,999179,17.5,1.8771162033081055,1.869560432434082,1.8600599822998047,2.329147730015881,2.6916550154494354,-0.007555770874023482,-0.00950045013427725
84,84,17,999188,999198,12.5,1.8734927368164063,1.8688561248779298,1.8536634826660159,1.9596089121353195,3.772719333099842,-0.00463661193847642,-0.015192642211913965
84,84,18,999204,999214,12.5,1.8699163360595705,1.8498019027709962,1.8535520858764645,2.018184664927029,4.013417397737612,-0.020114433288574318,0.0037501831054682633
84,84,19,999437,999448,13.75,1.8870064163208007,1.8823827570134943,1.8877490768432617,3.4204897103622858,2.928265644213113,-0.004623659307306349,0.005366319829767319
84,84,20,999636,999648,15.0,1.8576101913452145,1.8449736277262374,1.8395957031249999,3.1237630289142317,1.7459367686611744,-0.012636563618977137,-0.005377924601237538
84,84,21,999650,999670,25.0,1.8501763381958007,1.839311943054199,1.840501884460449,2.610048589700094,1.9116628229693746,-0.010864395141601646,0.0011899414062499503
84,84,22,999697,999711,17.5,1.8396584625244143,1.841324261256627,1.8390787353515625,1.8546195983360858,1.746802249621927,0.00166579873221262,-0.0022455259050644383
84,84,23,999727,999748,26.25,1.840621795654297,1.8394627344040644,1.8394517440795897,1.885921457222012,1.5884898537068848,-0.0011590612502325737,-1.0990324474713375e-05
84,84,24,999749,999761,15.0,1.8399855194091796,1.837786897023519,1.8389010696411134,1.6639200503347962,1.7029405208556836,-0.002198622385660709,0.0011141726175945
84,84,25,999770,999780,12.5,1.8387379302978513,1.8414282989501956,1.837049278259277,1.6357667397573794,2.21538856490007,0.0026903686523442882,-0.004379020690918445
84,84,26,999795,999810,18.75,1.839259307861328,1.836123046875,1.834400466918945,1.6222646265898775,2.9160731046793584,-0.00313626098632791,-0.0017225799560549593
84,84,27,999923,999934,13.75,1.8529514083862304,1.862415105646307,1.8532016067504884,3.375224461056251,3.4153761897144093,0.009463697260076565,-0.009213498895818573
84,84,28,999969,999981,15.0,1.855148864746094,1.8560473124186199,1.8522284240722655,3.1823421812472863,3.886412923401552,0.0008984476725257817,-0.0038188883463543544
84,84,29,1000023,1000033,12.5,1.854136489868164,1.8463325500488281,1.8405315856933593,3.9103258393481837,3.3370818255052725,-0.007803939819335914,-0.005800964355468841
84,84,30,1000410,1000423,16.25,1.8394705505371092,1.8357957986684945,1.8390501098632814,3.157629993286828,2.0175950750677982,-0.0036747518686146563,0.0032543111947869185
84,84,31,1000466,1000489,28.75,1.8386332321166992,1.8391101339588996,1.8226628189086913,2.0343931103986814,3.0699832187875153,0.00047690184220039455,-0.016447315050208244
84,84,32,1000497,1000509,15.0,1.8370929260253908,1.8248941421508789,1.8238311233520508,1.9693557560602266,3.269475525580222,-0.012198783874511898,-0.001063018798828086
84,84,33,1000725,1000744,23.75,1.8272848281860354,1.8473876350804381,1.8452684020996093,2.6816676315202015,4.225437291345355,0.02010280689440269,-0.0021192329808288335
84,84,34,1001034,1001049,18.75,1.84081812286377,1.839280014038086,1.8321271667480465,3.927200458516593,2.268664656856893,-0.0015381088256838371,-0.00715284729003951
84,84,35,1001144,1001164,25.0,1.8452905349731443,1.838570098876953,1.8508445205688475,3.000886625073344,4.31232085042233,-0.006720436096191218,0.01227442169189441
88,88,1,1038672,1038691,23.75,1.9460932413736982,1.9518633189954258,1.948886848449707,3.928277119145239,2.1611234206711143,0.005770077621727543,-0.0029764705457187013
88,88,2,1038692,1038714,27.5,1.9506285887498118,1.949336450750178,1.9464167938232424,2.4318592448822773,3.3283551977433343,-0.0012921379996337912,-0.002919656926935632
88,88,3,1039541,1039551,12.5,2.055430358886719,2.060509071350098,2.026688621520996,3.9194405487978106,5.29890568701555,0.005078712463379098,-0.03382044982910193
92,92,1,1131742,1131752,12.5,1.7994504623413088,1.7705901718139647,1.767364891052246,4.214816196429429,3.7879048949313874,-0.028860290527344068,-0.003225280761718796
92,92,2,1131765,1131776,13.75,1.7850482139587402,1.766633571277965,1.7614944801330568,3.837074296954527,3.9100345903111466,-0.018414642680775195,-0.005139091144908292
94,94,1,1170848,1170860,15.0,1.7443044142289592,1.7422852516174316,1.7466736717224123,4.610248714013783,6.198488031089022,-0.0020191626115275696,0.004388420104980639
94,94,2,1171910,1171922,15.0,2.0009037399291993,1.993668778737386,1.9842070465087889,2.6373195846573125,2.6651642202518664,-0.007234961191813438,-0.00946173222859703
94,94,3,1171923,1171944,26.25,1.9986918487548828,1.9854918616158617,1.9837356071472165,2.4686465474015242,2.5870195260910043,-0.013199987139021152,-0.0017562544686451353
94,94,4,1171984,1172000,20.0,1.9833474807739255,1.985819625854492,1.9861959152221684,2.8368982491494976,4.403483228229429,0.002472145080566479,0.00037628936767641896
98,98,1,1207700,1207716,20.0,1.8832943725585938,1.8794622659683227,1.9107976684570311,6.986170542650174,2.896301006615755,-0.0038321065902711116,0.031335402488708475
98,98,2,1207728,1207741,16.25,1.8747407531738278,1.9103773263784554,1.91157275390625,2.362622851131785,3.09442123755057,0.03563657320462754,0.001195427527794557
99,99,1,1214085,1214095,12.5,1.9477748031616209,1.947054443359375,1.9481140136718753,4.680176367514474,3.241002850747576,-0.0007203598022458291,0.0010595703125002576
99,99,2,1214185,1214206,26.25,1.9375419921875001,1.9203303745814733,1.9124373550415037,3.0649177806452585,4.4892421711137525,-0.017211617606026852,-0.00789301953996957
102,102,1,1260066,1260076,12.5,2.0107065887451174,2.0170978546142573,2.0152016525268555,4.616748696730443,1.3222454134032333,0.0063912658691398505,-0.0018962020874018215
102,102,2,1260080,1260106,32.5,2.0157151107788085,2.0159814541156473,2.017983757019043,4.497843692392921,1.6970486115644638,0.0002663433368388368,0.0020023029033957584
102,102,3,1260107,1260131,30.0,2.016805877685547,2.0152992884318035,2.0248900756835937,2.258157526290823,3.413723836519333,-0.0015065892537435843,0.00959078725179019
118,118,1,1478603,1478615,15.0,1.9598809585571288,1.9578370730082195,1.9450096588134764,4.639387264017528,3.9224241842430074,-0.00204388554890933,-0.012827414194743092
118,118,2,1478777,1478792,18.75,1.9085167083740233,1.909061024983724,1.89576123046875,2.6859239015798093,2.6070062071189968,0.000544316609700779,-0.013299794514974206
118,118,3,1478807,1478818,13.75,1.905822238922119,1.8987962202592328,1.8925792655944824,2.0824874951687056,2.824554956265125,-0.007026018662886324,-0.006216954664750363
118,118,4,1479323,1479335,15.0,2.0480607299804685,2.0368918100992834,2.031608985900879,3.513290253421239,5.8298280518073256,-0.011168919881185069,-0.005282824198404423
120,120,1,1497914,1497926,15.0,2.088741065979004,2.0593946456909182,2.075050277709961,10.461050222034618,2.655519648611919,-0.029346420288085984,0.01565563201904263
120,120,2,1498459,1498472,16.25,2.0361660614013672,2.0308374845064603,2.027599388122559,6.70242034895816,2.7247069013897236,-0.005328576894906956,-0.0032380963839013788
122,122,1,1525131,1525142,13.75,1.9727668609619142,1.946204861727628,1.958194107055664,10.295275069084454,6.9235125902035834,-0.02656199923428626,0.011989245328036136
124,124,1,1561449,1561465,20.0,1.9768481216430664,1.9811156272888184,1.9648346023559569,4.080438630092663,2.5020578098836004,0.004267505645751957,-0.016281024932861543
124,124,2,1561466,1561483,21.25,1.9767629318237303,1.9732571096981275,1.9591504626803922,3.4418043720611773,2.8002817336627532,-0.0035058221256027977,-0.014106647017735341
128,128,1,1686543,1686556,16.25,2.0136882362365727,1.9802027188814604,1.9693802146911623,9.700207990028188,3.6336153950351346,-0.03348551735511229,-0.010822504190298066
129,129,1,1697345,1697356,13.75,2.007837310791016,2.0159205696799534,2.016117881774902,5.413458171030592,1.6328793609917318,0.008083258888937461,0.00019731209494855406
129,129,2,1697357,1697374,21.25,2.008725471496582,2.019639340568991,2.0108048171997073,3.3585182787833947,1.8866778412357355,0.0109138690724091,-0.008834523369283698
129,129,3,1697375,1697401,32.5,2.013890724182129,2.014880004295936,1.9973766093351404,2.103320840928872,4.278800321043441,0.0009892801138069451,-0.01750339496079545
129,129,4,1697422,1697436,17.5,2.0115823135375974,1.9938337598528182,1.9875867843627932,1.8507448738532455,9.43477304128771,-0.017748553684779234,-0.006246975490024953
130,130,1,1704919,1704931,15.0,2.0393544311523435,2.041029421488444,2.0264394302368163,3.1948028351566116,2.708199687289845,0.0016749903361006346,-0.014589991251627854
130,130,2,1704948,1704958,12.5,2.038975082397461,2.0323475646972655,2.0158381881713865,2.895475773586369,4.477623188240185,-0.00662751770019554,-0.016509376525879027
130,130,3,1705420,1705432,15.0,2.01382975769043,2.0220463434855143,2.053746398925781,9.5754041554713,2.9913927980290747,0.008216585795084441,0.03170005544026688
130,130,4,1705534,1705544,12.5,2.051626174926758,2.0229851531982423,1.9857392578125,3.078500603448148,6.827282958756878,-0.028641021728515792,-0.03724589538574241
